movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,original_language,original_title,popularity,release_date,runtime,vote_average,poster_url
246,Hoop Dreams (1994),Documentary,110057,14275.0,4.024880206413564,10852.0,en,Hoop Dreams,2.6408,1994-09-12,174,7.585,https://image.tmdb.org/t/p/w500/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg
247,Heavenly Creatures (1994),Crime|Drama,110005,1024.0,3.820049813200498,8030.0,en,Heavenly Creatures,1.8686,1994-09-12,109,6.974,https://image.tmdb.org/t/p/w500/uvb86wVCIqD3Rlbr0GTNgWDF7Zo.jpg
248,Houseguest (1994),Comedy,110066,17207.0,3.0150126422250314,3164.0,en,Houseguest,1.273,1995-01-06,109,5.441,https://image.tmdb.org/t/p/w500/cdiHlZho11EEqD3aPanYe1rEYRB.jpg
249,Immortal Beloved (1994),Drama|Romance,110116,13701.0,3.6717542120911792,5045.0,en,Immortal Beloved,1.7429,1994-12-16,121,7.085,https://image.tmdb.org/t/p/w500/lkqz2R5pjXeDaiIjR3Z6JTGjtg6.jpg
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819.0,3.0805429864253395,1105.0,en,Heavyweights,1.5405,1995-02-17,97,6.143,https://image.tmdb.org/t/p/w500/uN65XQzyPknLZs2R6koZ2Cu6eGC.jpg
251,"Hunted, The (1995)",Action,113360,32631.0,3.04,400.0,en,The Hunted,1.0754,1995-02-24,110,5.7,https://image.tmdb.org/t/p/w500/luCVuKiRBcQjr9MuY9mRCTehjpY.jpg
252,I.Q. (1994),Comedy|Romance,110099,11777.0,3.212357267273079,10334.0,en,I.Q.,4.3775,1994-12-24,100,6.016,https://image.tmdb.org/t/p/w500/1dLR9LX4O8DSyaU5OR3N0472IR.jpg
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628.0,3.514375236175841,31756.0,en,Interview with the Vampire,6.8134,1994-11-11,123,7.382,https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg
254,Jefferson in Paris (1995),Drama,113463,87729.0,2.8931962025316458,632.0,en,Jefferson in Paris,0.8196,1995-03-31,139,5.0,https://image.tmdb.org/t/p/w500/vcZCvsm920LoNDb7pMibJkxIE4n.jpg
255,"Jerky Boys, The (1995)",Comedy,110189,18713.0,2.2808411214953273,1070.0,en,The Jerky Boys,0.4573,1995-02-03,82,4.324,https://image.tmdb.org/t/p/w500/yUbdqyZaeaoNKBQmnmtim1IIAf1.jpg
256,Junior (1994),Comedy|Sci-Fi,110216,6280.0,2.691472432837218,10683.0,en,Junior,2.2517,1994-11-22,110,5.19,https://image.tmdb.org/t/p/w500/swxxtzYc60qqnFhfWMFdmx9QXvY.jpg
257,Just Cause (1995),Mystery|Thriller,113501,9061.0,3.4076729559748427,3975.0,en,Just Cause,1.5606,1995-02-17,102,6.26,https://image.tmdb.org/t/p/w500/hbkS4UpgHcGhLlGy9YCX4WIJ4lu.jpg
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,2.6253458771444382,1807.0,en,A Kid in King Arthur's Court,4.8458,1995-08-11,89,5.0,https://image.tmdb.org/t/p/w500/y269Xj4nOi4YHOKT241c4xubgGv.jpg
259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071.0,3.0580943121050073,2057.0,en,Kiss of Death,3.3365,1995-04-21,101,5.673,https://image.tmdb.org/t/p/w500/2cCxEqeIy6Q8HgVjfT7obOnF5Zi.jpg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,4.099823550170568,85010.0,en,Star Wars,19.9163,1977-05-25,121,8.202,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
261,Little Women (1994),Drama,110367,9587.0,3.6265712450683547,10899.0,en,Little Women,3.2308,1994-12-21,115,7.271,https://image.tmdb.org/t/p/w500/1ZzH1XMcKAe5NdrKL5MfcqZHHsZ.jpg
262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,3.768804082538274,4507.0,en,A Little Princess,3.1807,1995-05-10,97,7.6,https://image.tmdb.org/t/p/w500/9V4bAVEskSNbEqjVI0YmeuB0n8I.jpg
263,Ladybird Ladybird (1994),Drama,110296,49980.0,3.730295566502463,406.0,en,Ladybird Ladybird,7.0103,1994-02-18,101,7.203,https://image.tmdb.org/t/p/w500/91KSK1xKdVEIDASKRo9ahBFCtM2.jpg
264,"Enfer, L' (1994)",Drama,109731,17961.0,3.3461538461538463,195.0,fr,L'Enfer,1.8376,1994-02-16,102,6.835,https://image.tmdb.org/t/p/w500/cW9BUIVQacmt58hcI6RrSLl2QGT.jpg
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183.0,3.917927823050058,12026.0,es,Como agua para chocolate,1.7174,1992-04-16,105,7.273,https://image.tmdb.org/t/p/w500/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4476.0,3.5056397306397304,17820.0,en,Legends of the Fall,5.5462,1994-12-23,133,7.382,https://image.tmdb.org/t/p/w500/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg
267,Major Payne (1995),Comedy,110443,11008.0,2.8885556068297187,4334.0,en,Major Payne,2.4164,1995-03-24,95,6.451,https://image.tmdb.org/t/p/w500/kWHx5eq7PELkF3If7LrrhuBskRG.jpg
268,Little Odessa (1994),Crime|Drama,110365,47504.0,3.316421895861148,749.0,en,Little Odessa,5.5903,1994-10-28,98,6.409,https://image.tmdb.org/t/p/w500/80zDn3oanRMWDSDX1cPKZVIi8OO.jpg
269,My Crazy Life (Mi vida loca) (1993),Drama,107566,32325.0,3.4818481848184817,606.0,en,Mi Vida Loca,2.3021,1994-06-08,92,6.6,https://image.tmdb.org/t/p/w500/gtKIaHUqkNqdgVnMFosyVJXvKMC.jpg
270,Love Affair (1994),Drama|Romance,110391,43742.0,3.1750764525993884,1308.0,en,Love Affair,3.436,1994-10-21,108,5.4,https://image.tmdb.org/t/p/w500/uPEh48HZN9qqewkF2Hsi9BD6oz7.jpg
271,Losing Isaiah (1995),Drama,113691,28313.0,3.3217938630999213,1271.0,en,Losing Isaiah,0.907,1995-03-17,106,6.5,https://image.tmdb.org/t/p/w500/oHALKuPewtqIn2BcluZsGvcEG1P.jpg
272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318.0,3.7450535601764336,7935.0,en,The Madness of King George,1.0345,1994-12-28,107,6.792,https://image.tmdb.org/t/p/w500/1dTSY023ZyBbgVSKDRuA6JLGSnZ.jpg
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3036.0,3.1245082612116444,7626.0,en,Mary Shelley's Frankenstein,3.2147,1994-11-04,123,6.44,https://image.tmdb.org/t/p/w500/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg
274,Man of the House (1995),Comedy,113755,40490.0,2.825617283950617,1296.0,en,Man of the House,1.9448,1995-03-03,96,5.4,https://image.tmdb.org/t/p/w500/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg
275,Mixed Nuts (1994),Comedy,110538,24070.0,2.7240844196151457,1611.0,en,Mixed Nuts,4.2732,1994-12-21,97,5.37,https://image.tmdb.org/t/p/w500/xPdQMqxWnFwCKOIto8dBEorTtGR.jpg
276,Milk Money (1994),Comedy|Romance,110516,8986.0,2.979223619464188,5487.0,en,Milk Money,2.0747,1994-08-31,108,6.379,https://image.tmdb.org/t/p/w500/od8SCOMLDq4iRYaHNqihQVn1SNE.jpg
277,Miracle on 34th Street (1994),Drama,110527,10510.0,3.4093847758081335,9590.0,en,Miracle on 34th Street,2.5851,1994-11-18,114,6.754,https://image.tmdb.org/t/p/w500/iUTPKkljdEjPlcPPYgbUz7APnHu.jpg
278,Miami Rhapsody (1995),Comedy,113808,17402.0,3.012775330396476,1135.0,en,Miami Rhapsody,2.9315,1995-01-27,95,5.229,https://image.tmdb.org/t/p/w500/joturqaJfAJ8XHPadT8kibgSpS4.jpg
279,My Family (1995),Drama,113896,38722.0,3.6923076923076925,923.0,en,My Family,1.9151,1995-05-03,128,7.4,https://image.tmdb.org/t/p/w500/i6t6QF5QyUd3UAQ8JM8eVU1169D.jpg
280,Murder in the First (1995),Drama|Thriller,113870,8438.0,3.7149496514329976,5164.0,en,Murder in the First,3.0124,1995-01-20,122,7.148,https://image.tmdb.org/t/p/w500/duUpJUmuz82OKMwGnKc8sCV7emS.jpg
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684,11593.0,3.6710032524393297,3997.0,en,Nobody's Fool,1.927,1994-12-23,110,6.863,https://image.tmdb.org/t/p/w500/xyAXFy6mOfgZcVWbceCeuTYadeq.jpg
282,Nell (1994),Drama,110638,1945.0,3.4025861320836586,11523.0,en,Nell,3.4841,1994-12-23,112,6.547,https://image.tmdb.org/t/p/w500/aIDp3x2YfijtdherR28pIH6yenn.jpg
283,New Jersey Drive (1995),Crime|Drama,113967,39310.0,3.0833333333333335,240.0,en,New Jersey Drive,4.5555,1995-04-19,98,6.244,https://image.tmdb.org/t/p/w500/lXJWJT6lfAg2NEqEueJcI4ESWSG.jpg
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169,109560.0,2.823529411764706,34.0,en,New York Undercover Cop,0.6956,1993-08-14,88,2.813,https://image.tmdb.org/t/p/w500/5kXO783UrTaKZE3wn0KZv3RubZc.jpg
285,Beyond Bedlam (1993),Drama|Horror,106402,56428.0,2.3392857142857144,84.0,en,Beyond Bedlam,0.3544,1994-04-22,89,4.6,https://image.tmdb.org/t/p/w500/rqArVCgag2ng179rb3OXeEnS4Lo.jpg
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,113948,63105.0,2.0405405405405403,111.0,en,Nemesis 2: Nebula,5.882,1995-08-18,83,4.176,https://image.tmdb.org/t/p/w500/dfBROAe2wXgbB7NbksvVvT49vZW.jpg
287,Nina Takes a Lover (1994),Comedy|Romance,110671,131957.0,3.2346625766871164,326.0,en,Nina Takes a Lover,5.6667,1995-03-03,100,5.4,https://image.tmdb.org/t/p/w500/ouiE82bOuBl4IeEnY2gJe8teQFT.jpg
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241.0,3.261559383499547,26472.0,en,Natural Born Killers,4.7053,1994-08-26,119,7.053,https://image.tmdb.org/t/p/w500/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg
289,Only You (1994),Comedy|Romance,110737,9058.0,3.3504998485307484,3301.0,en,Only You,2.1418,1994-03-04,115,6.7,https://image.tmdb.org/t/p/w500/7mLLANXgUg3bibTiUitDlB0NZcU.jpg
290,Once Were Warriors (1994),Crime|Drama,110729,527.0,3.979280781138366,4199.0,en,Once Were Warriors,1.6604,1994-09-02,99,7.4,https://image.tmdb.org/t/p/w500/1nd4SsytVc96hy92g8NNVPD3mzf.jpg
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,6950.0,3.4108596635943047,27883.0,en,Outbreak,3.6813,1995-03-10,129,6.561,https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101.0,4.093760455001672,41846.0,fr,Léon,13.7607,1994-09-14,111,8.297,https://image.tmdb.org/t/p/w500/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg
294,"Perez Family, The (1995)",Comedy|Romance,114113,63020.0,3.184988179669031,846.0,en,The Perez Family,0.8392,1995-05-12,113,6.0,https://image.tmdb.org/t/p/w500/jxi3UDHf86kDk5hqJxnpEMzVch2.jpg
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210,2307.0,2.7922912205567454,467.0,en,A Pyromaniac's Love Story,0.3907,1995-04-28,94,5.1,https://image.tmdb.org/t/p/w500/tjhmiAVkxl1EHkE9o6C93yKQdJ1.jpg
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680.0,4.196968773181315,98409.0,en,Pulp Fiction,21.2866,1994-09-10,154,8.487,https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg
297,Panther (1995),Drama,114084,41478.0,3.0984848484848486,264.0,en,Panther,2.3022,1995-05-03,124,6.186,https://image.tmdb.org/t/p/w500/gxGOkt6WBhSIdZiQqyVEccRURVv.jpg
298,Pushing Hands (Tui shou) (1992),Drama,105652,25296.0,3.4961089494163424,257.0,zh,推手,1.8685,1991-12-07,105,7.345,https://image.tmdb.org/t/p/w500/46WdJMUhZpIsG5D7bb0lYjoE1Uu.jpg
299,Priest (1994),Drama,110889,40156.0,3.721504559270517,2632.0,en,Priest,2.4129,1995-03-24,98,6.3,https://image.tmdb.org/t/p/w500/yCZ2eGJb78HzaYthNwVF8R0G6BG.jpg
300,Quiz Show (1994),Drama,110932,11450.0,3.6608252312070193,21085.0,en,Quiz Show,1.9879,1994-08-25,133,7.261,https://image.tmdb.org/t/p/w500/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129,30304.0,3.5183189655172415,464.0,en,Picture Bride,1.6126,1995-05-05,94,6.4,https://image.tmdb.org/t/p/w500/s1lUr4NWgOi4ftXLrUWGI49IvKK.jpg
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963,10452.0,3.753191489361702,1645.0,fr,La Reine Margot,2.3101,1994-05-13,138,7.194,https://image.tmdb.org/t/p/w500/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,12106.0,3.0535305985205112,7435.0,en,The Quick and the Dead,3.4064,1995-02-09,107,6.536,https://image.tmdb.org/t/p/w500/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg
304,Roommates (1995),Comedy|Drama,114296,161495.0,3.1892265193370166,724.0,en,Roommates,2.4017,1995-03-03,108,5.7,https://image.tmdb.org/t/p/w500/ww737E66JgONeNCSZVuGRy7TvXI.jpg
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,3586.0,2.698336252189142,3426.0,en,Prêt-à-Porter,2.4094,1994-12-23,133,5.2,https://image.tmdb.org/t/p/w500/h0eJN4Dj5DhB4QtERMDK3VTOBuJ.jpg
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110.0,4.073567151411463,8183.0,fr,Trois couleurs : Rouge,3.3819,1994-05-12,100,7.91,https://image.tmdb.org/t/p/w500/JHmsBiX1tjCKqAul1lzC20WcAW.jpg
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108.0,3.981914481333161,7741.0,fr,Trois couleurs : Bleu,3.0054,1993-09-08,98,7.642,https://image.tmdb.org/t/p/w500/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,109.0,3.901628222523745,5896.0,fr,Trois couleurs : Blanc,3.3167,1994-01-26,92,7.45,https://image.tmdb.org/t/p/w500/fdIet3NSa27gobMbaUml66oCQNT.jpg
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,110769,159185.0,3.6515486725663715,452.0,zh,炮打双灯,1.3748,1994-10-14,111,6.1,https://image.tmdb.org/t/p/w500/wmW9WnTTBib4XTiLOYtLOlxvh5G.jpg
310,Rent-a-Kid (1995),Comedy,114268,36357.0,2.7926356589147288,258.0,en,Rent-a-Kid,1.809,1995-01-01,85,5.574,https://image.tmdb.org/t/p/w500/hnL5TxGumlBy68D4HovSlndEIkz.jpg
311,Relative Fear (1994),Horror|Thriller,110965,92769.0,2.652439024390244,82.0,en,Relative Fear,1.9144,1994-12-16,90,4.6,https://image.tmdb.org/t/p/w500/wG6wdsB9lqCwxsRycnzzXZDSo6m.jpg
312,Stuart Saves His Family (1995),Comedy,114571,28033.0,2.611320754716981,1325.0,en,Stuart Saves His Family,0.4217,1995-04-12,95,5.2,https://image.tmdb.org/t/p/w500/80YaWpUokDoPynsJi0ittpts3J0.jpg
313,"Swan Princess, The (1994)",Animation|Children,111333,22586.0,3.068273092369478,1494.0,en,The Swan Princess,1.9536,1994-11-18,89,6.58,https://image.tmdb.org/t/p/w500/tmpO3vk8WguFOE4UXESGdWwHQOX.jpg
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334.0,3.847212251734865,4179.0,en,The Secret of Roan Inish,1.7683,1994-05-14,103,6.689,https://image.tmdb.org/t/p/w500/jjYHAhscWp3uWutHSvFaLC3vEEW.jpg
315,"Specialist, The (1994)",Action|Drama|Thriller,111255,2636.0,2.8936738806624027,11413.0,en,The Specialist,3.2176,1994-10-07,110,5.935,https://image.tmdb.org/t/p/w500/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg
316,Stargate (1994),Action|Adventure|Sci-Fi,111282,2164.0,3.3812295896634956,35215.0,en,Stargate,6.7187,1994-10-28,121,7.015,https://image.tmdb.org/t/p/w500/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,11395.0,3.1236664246215717,17903.0,en,The Santa Clause,3.0114,1994-11-11,97,6.513,https://image.tmdb.org/t/p/w500/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278.0,4.404613860039444,102929.0,en,The Shawshank Redemption,31.7251,1994-09-23,142,8.715,https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,9905.0,3.7687186923279725,7586.0,en,Shallow Grave,1.6188,1994-12-22,93,7.002,https://image.tmdb.org/t/p/w500/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg
320,Suture (1993),Film-Noir|Thriller,108260,87078.0,3.2678018575851393,323.0,en,Suture,4.7189,1993-09-14,96,6.4,https://image.tmdb.org/t/p/w500/8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,12527.0,3.763948497854077,932.0,es,Fresa y chocolate,2.7534,1993-12-01,108,7.0,https://image.tmdb.org/t/p/w500/tMwUsu080E4kS4rkHPffy1ugvaJ.jpg
322,Swimming with Sharks (1995),Comedy|Drama,114594,20306.0,3.6690254100997106,3109.0,en,Swimming with Sharks,3.0334,1994-09-10,93,6.6,https://image.tmdb.org/t/p/w500/eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg
324,"Sum of Us, The (1994)",Comedy|Drama,111309,36614.0,3.684049079754601,489.0,en,The Sum of Us,4.4961,1994-07-28,100,6.7,https://image.tmdb.org/t/p/w500/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg
325,National Lampoon's Senior Trip (1995),Comedy,113936,27993.0,2.6359773371104818,1059.0,en,National Lampoon's Senior Trip,0.9853,1995-09-08,91,5.43,https://image.tmdb.org/t/p/w500/3QpB4KpMKRnZnsJOsemOZHDoQKw.jpg
326,To Live (Huozhe) (1994),Drama,110081,31439.0,4.084502338009352,1497.0,zh,活着,5.5645,1994-05-18,133,8.051,https://image.tmdb.org/t/p/w500/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,9067.0,2.807646356033453,7533.0,en,Tank Girl,4.5472,1995-03-31,104,5.5,https://image.tmdb.org/t/p/w500/dpX63vJd6k5fMTudLaEOw9ffX8h.jpg
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059.0,3.161526599845798,2594.0,en,Tales from the Crypt: Demon Knight,1.8721,1995-01-13,93,6.9,https://image.tmdb.org/t/p/w500/8uD5yk0ECebJ59lhvhTBKhUojc.jpg
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193.0,3.3230295610845064,27773.0,en,Star Trek: Generations,2.4537,1994-11-18,117,6.514,https://image.tmdb.org/t/p/w500/gh0ZZRwSmlzEZTIZee3ZCN9Jssx.jpg
330,Tales from the Hood (1995),Action|Crime|Horror,114609,25066.0,2.8172348484848486,1584.0,en,Tales from the Hood,4.0681,1995-05-24,98,6.268,https://image.tmdb.org/t/p/w500/glPNCcI7V8zTTI3BG0iIUJJcwXN.jpg
331,Tom & Viv (1994),Drama,111454,46797.0,3.289855072463768,552.0,en,Tom & Viv,5.3325,1994-04-15,115,6.091,https://image.tmdb.org/t/p/w500/iw4ofGbX2AbJ4p17CixwnMjuoJ0.jpg
332,Village of the Damned (1995),Horror|Sci-Fi,114852,12122.0,2.778139939156888,2301.0,en,Village of the Damned,2.0482,1995-04-28,99,6.109,https://image.tmdb.org/t/p/w500/pXXNmSVqkvSMoMitsdjK0V8Dkna.jpg
333,Tommy Boy (1995),Comedy,114694,11381.0,3.3695033217336285,12644.0,en,Tommy Boy,2.1855,1995-03-31,98,6.802,https://image.tmdb.org/t/p/w500/jeEM8v1OA9u6F5NC2lzXD04Ls1U.jpg
334,Vanya on 42nd Street (1994),Drama,111590,32636.0,3.821884498480243,1645.0,en,Vanya on 42nd Street,0.7429,1994-10-19,120,6.577,https://image.tmdb.org/t/p/w500/sYkkHsqXyUcFoLbXt4WNwnRRpT1.jpg
335,Underneath (1995),Mystery|Thriller,114788,36141.0,3.237163814180929,409.0,en,The Underneath,0.8625,1995-04-28,99,5.7,https://image.tmdb.org/t/p/w500/61yu1ejOBWUrrMRplRbjpvxgxVc.jpg
336,"Walking Dead, The (1995)",Drama|War,114888,95963.0,2.8554421768707483,294.0,en,The Walking Dead,0.4796,1995-02-24,88,5.793,https://image.tmdb.org/t/p/w500/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg
337,What's Eating Gilbert Grape (1993),Drama,108550,1587.0,3.747385955920041,19510.0,en,What's Eating Gilbert Grape,8.7297,1993-12-17,118,7.663,https://image.tmdb.org/t/p/w500/8FxWgsfDNosewo7H65oE4QkOb7g.jpg
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,9271.0,2.98172620276688,4843.0,en,Virtuosity,1.6797,1995-08-04,106,5.508,https://image.tmdb.org/t/p/w500/5emgnXYrXjqyiup2JsvtuENseiV.jpg
339,While You Were Sleeping (1995),Comedy|Romance,114924,2064.0,3.496251002405774,24940.0,en,While You Were Sleeping,5.2036,1995-04-21,103,7.023,https://image.tmdb.org/t/p/w500/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg
340,"War, The (1994)",Adventure|Drama|War,111667,19855.0,3.3742494996664445,1499.0,en,The War,1.0013,1994-11-04,126,6.63,https://image.tmdb.org/t/p/w500/eMJYqr5zs7rz54oZhiX4ez1BI5E.jpg
341,Double Happiness (1994),Drama,109655,60855.0,3.5997536945812807,406.0,en,Double Happiness,3.2778,1994-09-07,87,6.25,https://image.tmdb.org/t/p/w500/5sbnCdiFoZLe4G27ERS7wtj1lCY.jpg
342,Muriel's Wedding (1994),Comedy,110598,236.0,3.509354026845638,11920.0,en,Muriel's Wedding,2.1574,1994-09-29,106,6.84,https://image.tmdb.org/t/p/w500/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg
343,"Baby-Sitters Club, The (1995)",Children,112435,48287.0,2.641039236479321,943.0,en,The Baby-Sitters Club,1.0156,1995-08-18,94,5.351,https://image.tmdb.org/t/p/w500/gJ5caIjtASchaTFx2VJr6drFYBx.jpg
344,Ace Ventura: Pet Detective (1994),Comedy,109040,3049.0,3.001755289271672,42728.0,en,Ace Ventura: Pet Detective,4.4845,1994-02-04,86,6.571,https://image.tmdb.org/t/p/w500/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759.0,3.648421349370419,10642.0,en,"The Adventures of Priscilla, Queen of the Desert",1.9157,1994-05-31,103,7.266,https://image.tmdb.org/t/p/w500/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg
346,Backbeat (1993),Drama|Musical,106339,12635.0,3.4176724137931034,1160.0,en,Backbeat,3.6105,1994-04-01,100,6.1,https://image.tmdb.org/t/p/w500/1BuFx7P8veAUUZDXqdMNhtdCUSM.jpg
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,10497.0,3.4358052019922525,1807.0,en,Bitter Moon,3.3003,1992-09-02,139,7.102,https://image.tmdb.org/t/p/w500/bW7E4cLWh0elRRbp2VCrtXrY1if.jpg
348,Bullets Over Broadway (1994),Comedy,109348,11382.0,3.696894031668697,8210.0,en,Bullets Over Broadway,1.63,1994-10-14,98,7.084,https://image.tmdb.org/t/p/w500/mY9D1oCLeDKNMdUO8EV7MoCZ3up.jpg
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444,9331.0,3.6546166134185305,31300.0,en,Clear and Present Danger,4.1268,1994-08-03,141,6.637,https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg
350,"Client, The (1994)",Drama|Mystery|Thriller,109446,10731.0,3.468937875751503,16467.0,en,The Client,3.2061,1994-07-20,119,6.695,https://image.tmdb.org/t/p/w500/oLdkJ4ZjxPtFSUChdjDQvHM9l75.jpg
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484,10464.0,3.298866090712743,3704.0,en,"Corrina, Corrina",5.2236,1994-08-12,115,6.682,https://image.tmdb.org/t/p/w500/xuEubxRGut2Yh118RyNa6ruXXCp.jpg
352,Crooklyn (1994),Comedy|Drama,109504,34152.0,3.2657952069716774,1377.0,en,Crooklyn,1.968,1994-05-13,114,6.8,https://image.tmdb.org/t/p/w500/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506,9495.0,3.515732280910418,18497.0,en,The Crow,5.2371,1994-05-11,102,7.5,https://image.tmdb.org/t/p/w500/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg
354,Cobb (1994),Drama,109450,29973.0,3.143987341772152,1264.0,en,Cobb,2.2955,1994-12-02,128,5.887,https://image.tmdb.org/t/p/w500/clOqh9is8vWZvX6AUjF4HtLdQMj.jpg
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,888.0,2.413592233009709,10815.0,en,The Flintstones,4.3016,1994-05-27,91,5.363,https://image.tmdb.org/t/p/w500/k7gkf5Wa8YZ9iyEOylBMfw9pnkp.jpg
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13.0,4.052743878120762,100296.0,en,Forrest Gump,19.0684,1994-06-23,142,8.462,https://image.tmdb.org/t/p/w500/saHP97rTPS5eLmrLQEcANmKrsFl.jpg
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831,712.0,3.6414456320929003,30312.0,en,Four Weddings and a Funeral,4.5864,1994-03-09,117,6.771,https://image.tmdb.org/t/p/w500/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
358,Higher Learning (1995),Drama,113305,16295.0,3.2387580299785865,2335.0,en,Higher Learning,1.6209,1995-01-11,128,6.3,https://image.tmdb.org/t/p/w500/tuud1Blsdwo1KQRdz5UVwjlLAWQ.jpg
359,I Like It Like That (1994),Comedy|Drama|Romance,110091,48992.0,3.2654545454545456,275.0,en,I Like It Like That,0.9434,1994-10-14,104,6.2,https://image.tmdb.org/t/p/w500/aCxh21UPLHi7Pxm9ykH1GNx39OW.jpg
360,I Love Trouble (1994),Action|Comedy,110093,10879.0,2.7213918729565623,2141.0,en,I Love Trouble,1.5711,1994-06-29,123,5.484,https://image.tmdb.org/t/p/w500/2uyytK3XFRPFXoTchFDtsWiSujn.jpg
